customer_id,join_date,last_purchase_date,age,gender,location,responded_to_Buy_One_Get_One,responded_to_Discount,responded_to_Free_Shipping,Buy_One_Get_One_response_date,Discount_response_date,Free_Shipping_response_date,number_of_site_visits,number_of_emails_opened,number_of_clicks,customer_life_months,total_spend,monthly_spend,CLV,Recency,Frequency
9223,2022-05-15,2024-05-05,37.0,Female,Matthewstad,1,0,0,2023-02-18,,,271,66,28.0,24.033333333333335,9814.08,408.3528432732316,5508.050928022343,61,0.624133148404993
9224,2022-10-09,2023-01-17,43.0,Female,Victorfurt,0,0,1,,,2022-12-03,5,7,5.0,3.3333333333333335,1226.62,367.98599999999993,4963.564383566755,535,0.3
9225,2023-08-19,2024-03-18,64.0,Male,Mcbrideside,1,0,0,2024-02-09,,,94,31,13.0,7.066666666666666,2736.38,387.2235849056604,5223.049775031587,109,0.5660377358490566
9227,2022-05-03,2022-12-09,43.0,Female,South Mark,1,0,0,2022-08-27,,,28,2,21.0,7.333333333333333,4048.75,552.1022727272727,7447.009334581616,574,0.8181818181818182
9228,2020-01-13,2022-05-05,62.0,Female,Larryborough,0,0,0,,,,113,139,51.0,28.1,10279.32,365.81209964412807,4934.24181591519,792,0.7829181494661921
9229,2020-02-22,2022-09-07,43.0,Male,West Johnnyberg,0,0,1,,,2020-08-11,153,119,48.0,30.933333333333334,3225.81,104.28265086206896,1406.6123484124194,667,0.16163793103448276
9230,2020-04-23,2020-10-17,43.0,Male,East William,1,0,0,2020-10-11,,,33,11,6.0,5.9,10973.76,1859.9593220338982,25087.986623758585,1357,2.711864406779661
9231,2023-05-21,2024-03-25,32.0,Female,Turnerfurt,0,1,0,,2023-08-02,,52,8,4.0,10.3,13279.67,1289.288349514563,17390.514127706087,102,2.233009708737864
9232,2023-06-02,2023-08-27,18.0,Female,Grahamstad,0,0,1,,,2023-06-13,21,7,4.0,2.8666666666666667,5226.33,1823.1383720930232,7631.0,313,3.488372093023256
9233,2021-05-27,2021-10-29,65.0,Male,New Daniel,0,0,0,,,,18,7,4.0,5.166666666666667,2546.4900000000002,492.8690322580645,6648.044149177261,980,0.5806451612903225
9234,2021-07-06,2022-07-12,43.0,Female,Garybury,0,1,1,,2021-08-02,2022-06-26,33,46,15.0,12.366666666666667,9794.52,792.0097035040432,10682.991080508322,724,1.8598382749326146
9235,2024-05-18,2024-05-22,60.0,Male,Fisherfort,0,0,2,,,2024-05-20,1,1,1.0,0.13333333333333333,2718.04,20385.3,7631.0,44,37.5
9236,2024-04-21,2024-04-22,26.0,Female,Port Mathew,0,2,0,,2024-04-21,,1,1,1.0,0.03333333333333333,8181.17,245435.1,7631.0,74,420.0
9237,2020-06-12,2023-03-30,56.0,Male,West Kathyfurt,3,0,0,2021-10-12,,,363,139,59.0,34.03333333333333,10231.82,300.6411361410382,4055.185891813008,463,0.3525954946131244
9238,2021-03-22,2021-05-05,54.0,Male,Port Devinfurt,0,0,0,,,,5,5,1.0,1.4666666666666666,6957.52,4743.763636363637,7631.0,1157,5.454545454545455
9239,2023-03-11,2024-03-22,57.0,Male,Raymondshire,1,1,2,2024-01-03,2024-01-07,2023-08-20,170,20,29.0,12.566666666666666,12495.7,994.3527851458887,13412.287611622562,105,1.830238726790451
9240,2020-09-08,2020-10-12,50.0,Female,Martinezview,0,1,0,,2020-09-19,,7,4,1.0,1.1333333333333333,9845.79,8687.461764705884,7631.0,1362,15.882352941176471
9241,2020-12-15,2021-05-24,25.0,Female,Zamoraberg,0,0,0,,,,19,20,11.0,5.333333333333333,9647.19,1808.8481250000002,24398.575295069673,1138,3.9375
9242,2023-07-10,2023-08-15,29.0,Male,West Joshuafort,1,0,1,2023-08-06,,2023-08-09,3,2,2.0,1.2,9056.58,7547.150000000001,7631.0,325,18.333333333333336
9244,2023-09-30,2024-01-28,65.0,Female,Christopherborough,0,1,2,,2023-12-21,2024-01-03,10,6,2.0,4.0,9069.210000000001,2267.3025000000002,30582.418721831444,159,4.75
9245,2022-10-13,2024-05-27,64.0,Female,Angelaside,0,1,0,,2022-12-17,,247,22,58.0,19.733333333333334,14999.140000000001,760.0915540540541,10252.464403408305,39,1.0135135135135134
9246,2021-12-18,2023-08-29,33.0,Female,West Duaneton,1,0,0,2022-02-13,,,129,58,6.0,20.633333333333333,11350.470000000001,550.1035541195478,7420.0496989050525,311,1.2116316639741518
9247,2021-11-01,2023-01-12,30.0,Male,North Harry,0,0,2,,,2022-11-18,184,30,8.0,14.566666666666666,118.89,8.161784897025171,110.08990782586078,540,0.06864988558352403
9248,2020-01-02,2021-11-04,21.0,Female,Davidton,1,0,0,2020-09-10,,,174,11,15.0,22.4,6844.17,305.54330357142857,4121.3085803385675,974,0.5357142857142857
9249,2020-05-07,2022-06-03,22.0,Female,South Elizabethshire,0,0,0,,,,101,70,8.0,25.233333333333334,8634.7,342.1941875825628,4615.672557511346,763,0.5151915455746368
9250,2022-08-13,2022-10-11,34.0,Female,Bushfort,1,0,0,2022-08-25,,,1,10,4.0,1.9666666666666666,16370.460000000001,8323.962711864408,7631.0,633,11.694915254237289
9251,2021-07-27,2023-12-14,50.0,Male,Mezafurt,0,0,0,,,,2,3,30.0,29.0,6059.28,208.9406896551724,2818.2881018579205,204,0.27586206896551724
9252,2023-10-16,2024-01-30,23.0,Female,West Steven,1,0,1,2023-12-18,,2023-12-30,24,6,1.0,3.533333333333333,10378.23,2937.2349056603775,7631.0,157,3.679245283018868
9253,2023-11-21,2024-04-26,43.0,Male,Nicolasland,0,0,0,,,,43,22,7.0,5.233333333333333,11827.37,2260.007006369427,30484.013748964946,70,4.012738853503184
9254,2021-12-31,2024-01-19,45.0,Male,New Dennisview,0,1,0,,2023-01-06,,50,124,9.0,24.966666666666665,4442.76,177.9476635514019,2400.2399138626433,168,0.44058744993324434
9255,2023-07-13,2023-12-05,59.0,Male,East Erica,0,1,0,,2023-11-15,,38,14,5.0,4.833333333333333,10951.49,2265.825517241379,30562.496499203862,213,4.551724137931035
9256,2021-09-23,2022-09-28,39.0,Female,New Kimberlytown,0,0,2,,,2022-06-19,61,24,21.0,12.333333333333334,11045.96,895.6183783783782,12080.512530875449,646,1.7837837837837838
9257,2023-05-22,2024-01-09,40.0,Male,East Lisa,2,0,1,2023-12-14,,2023-10-12,6,43,15.0,7.733333333333333,8403.57,1086.6685344827586,14657.484889374335,178,1.1637931034482758
9258,2023-05-14,2024-01-20,56.0,Male,New Kimside,0,0,2,,,2023-09-04,76,5,5.0,8.366666666666667,14004.14,1673.8015936254978,22577.00557976879,167,2.8685258964143423
9259,2022-03-27,2024-01-15,36.0,Male,East Melissa,1,0,0,2023-09-16,,,48,3,64.0,21.966666666666665,2670.63,121.5764795144158,1639.8794617110095,172,0.27314112291350534
9260,2021-09-18,2023-06-29,62.0,Female,Deborahmouth,0,0,1,,,2023-06-05,113,8,1.0,21.633333333333333,17682.47,817.3714946070879,11025.082581333172,372,1.1556240369799693
9261,2021-10-24,2024-05-03,49.0,Male,Williamsshire,0,1,1,,2023-12-19,2023-08-15,65,72,59.0,30.733333333333334,11450.66,372.5811279826464,5025.545582831388,63,0.5531453362255965
9262,2020-04-29,2022-04-27,43.0,Female,West Dylanberg,0,0,1,,,2021-05-04,99,79,46.0,24.266666666666666,14414.85,594.018543956044,8012.395275794198,800,0.9478021978021979
9263,2023-10-05,2024-03-17,48.0,Female,Jennifermouth,1,0,0,2024-01-02,,,2,16,2.0,5.466666666666667,1888.8,345.5121951219512,4660.427368963179,110,1.0975609756097562
9264,2020-06-03,2020-08-04,24.0,Male,Kempland,0,0,0,,,,7,7,1.0,2.066666666666667,3208.3599999999997,1552.4322580645157,7631.0,1431,2.419354838709677
9266,2024-01-03,2024-04-10,18.0,Male,Lake Sandra,1,1,0,2024-01-15,2024-03-12,,37,2,8.0,3.2666666666666666,12807.12,3920.5469387755106,7631.0,86,7.653061224489796
9267,2022-01-12,2022-10-27,45.0,Male,Melindabury,0,0,0,,,,45,7,15.0,9.6,6593.2300000000005,686.7947916666667,9263.803967367827,617,1.1458333333333335
9268,2022-11-15,2023-12-22,20.0,Male,Evansburgh,0,0,1,,,2023-04-05,122,22,13.0,13.4,6029.79,449.9843283582089,6069.595542770687,196,0.5970149253731343
9269,2023-12-17,2024-05-28,24.0,Male,Millermouth,0,0,1,,,2024-03-24,45,31,14.0,5.433333333333334,7198.33,1324.8460122699387,17870.132233871704,38,1.2883435582822085
9270,2023-01-31,2024-04-09,46.0,Male,Paulatown,1,0,0,2024-02-15,,,175,24,16.0,14.466666666666667,352.72,24.3815668202765,328.86978495018127,87,0.1382488479262673
9271,2022-07-26,2024-04-09,24.0,Female,Nataliestad,0,0,0,,,,41,17,28.0,20.766666666666666,15073.96,725.8728731942215,9790.907100770426,87,1.0593900481540932
9272,2023-03-09,2023-05-20,69.0,Female,Hardinside,2,0,0,2023-05-10,,,24,13,1.0,2.4,2363.84,984.9333333333334,7631.0,412,2.5
9273,2021-12-11,2023-06-25,52.0,Female,North Justin,0,1,0,,2022-05-03,,158,82,19.0,18.7,10773.44,576.1197860962567,7770.968599173549,376,0.6951871657754011
9274,2023-11-03,2024-02-04,24.0,Male,New Kristi,0,0,0,,,,45,14,2.0,3.1,989.77,319.2806451612903,4306.604160714799,152,0.9677419354838709
9275,2024-04-06,2024-05-30,68.0,Female,North Brian,1,0,0,2024-05-24,,,11,6,3.0,1.8,736.11,408.95,5516.105652550979,36,1.6666666666666665
9276,2022-02-09,2022-05-27,68.0,Female,Williamhaven,1,0,0,2022-04-03,,,12,6,6.0,3.566666666666667,12595.76,3531.5214953271025,7631.0,770,6.728971962616822
9277,2020-01-01,2023-07-16,55.0,Female,North Tom,0,0,0,,,,363,139,50.0,43.06666666666667,3242.83,75.29791021671826,1015.6528381751211,355,0.0696594427244582
9278,2022-12-01,2023-04-19,25.0,Male,Jacquelineville,1,0,0,2023-02-07,,,36,15,9.0,4.633333333333334,7028.3,1516.8992805755395,20460.63503101418,443,2.3741007194244603
9279,2023-05-25,2023-08-08,48.0,Male,Mendezhaven,0,1,0,,2023-05-28,,33,4,6.0,2.5,13547.65,5419.0599999999995,7631.0,332,10.0
9280,2020-07-13,2023-12-18,49.0,Male,Port Connie,0,1,1,,2022-11-23,2023-04-26,363,103,51.0,41.766666666666666,19726.94,472.31300877893057,6370.775051959456,200,0.5746209098164405
9281,2022-12-17,2023-12-24,42.0,Female,Brandonville,0,3,0,,2023-11-29,,29,55,24.0,12.4,2229.62,179.808064516129,2425.333857566134,194,0.564516129032258
9282,2021-11-26,2022-05-03,26.0,Female,Taylormouth,1,1,1,2022-01-08,2021-12-31,2021-12-10,47,9,5.0,5.266666666666667,12500.53,2373.51835443038,32015.107008942214,794,3.9873417721518987
9283,2023-08-10,2024-05-29,68.0,Male,New Jacob,0,0,0,,,,4,6,4.0,9.766666666666667,8782.11,899.1921501706485,12128.7172081814,37,1.9453924914675766
9284,2022-11-12,2024-01-13,52.0,Male,Elizabethburgh,1,0,0,2023-12-15,,,112,39,32.0,14.233333333333333,7785.46,546.9878220140515,7378.023271520378,174,1.1943793911007026
9285,2022-05-02,2023-09-21,43.0,Male,Port Hannah,1,0,1,2023-04-08,,2022-12-10,232,69,3.0,16.9,4768.11,282.13668639053253,3805.5893644475354,288,0.4733727810650888
9286,2023-03-05,2023-08-13,47.0,Male,Wallaceberg,0,1,0,,2023-05-23,,38,7,9.0,5.366666666666666,4797.62,893.9664596273292,12058.23069113901,327,1.1180124223602486
9287,2024-05-01,2024-05-12,60.0,Male,New Richardtown,0,0,1,,,2024-05-11,3,1,1.0,0.36666666666666664,6460.02,17618.236363636366,7631.0,54,38.18181818181819
9288,2020-06-21,2022-08-07,43.0,Male,Lake Johnburgh,1,0,0,2022-08-06,,,66,87,4.0,25.9,633.49,24.45907335907336,329.9152287862664,698,0.07722007722007722
9289,2021-01-09,2022-01-21,27.0,Male,East Alejandrashire,0,0,0,,,,168,8,6.0,12.566666666666666,2887.2200000000003,229.75225464190984,3099.0040604391024,896,0.3183023872679045
9290,2021-05-19,2024-04-19,35.0,Male,Port Savannah,0,0,0,,,,363,139,69.04999999999927,35.53333333333333,8508.4,239.4484052532833,3229.7901985865115,77,0.36585365853658536
9291,2022-05-27,2024-04-30,30.0,Male,Lake Davidmouth,0,0,0,,,,198,62,45.0,23.466666666666665,2477.0099999999998,105.55440340909091,1423.7663315723994,66,0.2556818181818182
9292,2020-01-17,2023-12-11,36.0,Male,Lake Andrewport,0,1,0,,2022-05-03,,242,122,22.0,47.46666666666667,12861.630000000001,270.9613061797753,3654.850697251144,207,0.33707865168539325
9293,2020-06-21,2021-07-14,55.0,Female,Blankenshipfort,0,0,0,,,,26,75,34.0,12.933333333333334,1230.31,95.12706185567009,1283.1175537660558,1087,0.23195876288659795
9294,2021-10-10,2023-03-14,53.0,Male,South Aaronshire,1,0,1,2022-10-27,,2022-01-23,102,70,8.0,17.333333333333332,10556.460000000001,609.0265384615385,8214.830006996575,479,1.0961538461538463
9295,2020-07-19,2023-02-02,57.0,Female,East Frank,0,0,1,,,2020-12-20,256,139,69.04999999999927,30.933333333333334,2958.7799999999997,95.65021551724136,1290.1740909215662,519,0.1939655172413793
9296,2022-01-11,2024-05-08,18.0,Male,South Breanna,0,1,1,,2023-09-08,2023-06-24,224,114,11.0,28.266666666666666,14569.31,515.4237028301886,6952.271917448001,58,0.7075471698113208
9297,2022-10-28,2023-10-19,40.0,Female,Simpsonshire,0,0,0,,,,170,42,19.0,11.866666666666667,6678.7,562.811797752809,7591.464332819778,260,0.9269662921348314
9298,2020-11-11,2024-02-20,50.0,Male,Maldonadotown,1,1,1,2023-03-05,2021-07-05,2024-01-28,147,139,16.0,39.86666666666667,8780.05,220.23536789297657,2970.6359157014126,136,0.451505016722408
9299,2023-03-04,2023-10-16,27.0,Female,Teresamouth,1,0,0,2023-10-15,,,53,37,2.0,7.533333333333333,6321.83,839.1809734513274,11319.258860907448,263,1.8584070796460177
9300,2022-12-30,2024-03-24,47.0,Male,Joshuabury,1,2,0,2023-09-01,2024-01-21,,132,57,6.0,15.0,10498.68,699.912,9440.734905216435,103,1.2666666666666666
9301,2021-05-08,2022-10-12,38.0,Female,Lake Adam,0,0,0,,,,133,41,22.0,17.4,3820.92,219.59310344827588,2961.9727575308634,632,0.632183908045977
9302,2022-02-23,2023-10-06,60.0,Female,New Michaelmouth,0,0,0,,,,236,10,33.0,19.666666666666668,9669.82,491.68576271186436,6632.0836654206005,273,0.9152542372881355
9303,2021-09-07,2023-06-01,32.0,Male,South Julie,0,1,0,,2022-06-16,,87,114,61.0,21.066666666666666,5430.17,257.7612341772152,3476.8020561277754,400,0.5221518987341772
9304,2020-05-06,2022-02-06,41.0,Male,Seanport,0,1,0,,2020-08-22,,250,59,21.0,21.366666666666667,11280.98,527.9709828393136,7121.515399982477,880,0.8892355694227769
9305,2020-05-01,2020-06-16,21.0,Male,Port Kennethberg,0,0,1,,,2020-05-19,7,4,1.0,1.5333333333333334,7372.54,4808.178260869565,7631.0,1480,9.130434782608695
9306,2020-03-07,2022-06-06,50.0,Female,Jasminstad,0,0,0,,,,37,37,36.0,27.366666666666667,10305.03,376.5540803897686,5079.134591830636,760,0.6942752740560292
9307,2021-06-30,2023-09-11,34.0,Female,East Markton,1,2,0,2023-08-23,2022-09-30,,108,139,69.04999999999927,26.766666666666666,2815.25,105.1774595267746,1418.6819391529361,298,0.18679950186799502
9308,2020-08-30,2022-11-08,35.0,Male,West Bobside,0,0,1,,,2022-06-03,140,139,44.0,26.666666666666668,9162.84,343.6065,4634.722476838875,605,0.5625
9309,2022-11-30,2024-03-27,43.0,Male,Port Johnland,0,0,0,,,,21,78,15.0,16.1,6085.26,377.9664596273292,5098.185412458717,100,0.6211180124223602
9310,2022-10-29,2024-02-26,40.0,Female,West Shawnbury,0,2,0,,2023-07-29,,212,49,42.0,16.166666666666668,9959.86,616.0738144329897,8309.886905935831,130,1.0515463917525771
9311,2024-03-01,2024-05-07,38.0,Male,South Devinmouth,0,1,2,,2024-03-24,2024-03-04,14,12,2.0,2.2333333333333334,8476.33,3795.3716417910446,7631.0,59,5.3731343283582085
9312,2021-12-05,2022-02-19,49.0,Male,Waltonstad,0,2,1,,2022-01-11,2022-01-15,33,8,4.0,2.533333333333333,6367.04,2513.305263157895,7631.0,867,4.736842105263158
9313,2024-02-14,2024-05-04,58.0,Male,South Andrew,0,1,0,,2024-03-19,,4,13,2.0,2.6666666666666665,12801.0,4800.375,7631.0,62,9.0
9314,2022-12-20,2022-12-23,60.0,Female,Sarahchester,0,0,0,,,,1,1,1.0,0.1,5768.2,57681.99999999999,7631.0,560,110.0
9315,2023-04-07,2023-09-23,26.0,Male,West Rachel,0,0,0,,,,72,4,3.0,5.633333333333334,3635.34,645.3266272189348,8704.462296476404,286,1.5976331360946745
9316,2024-05-11,2024-05-25,30.0,Female,New Marthafort,1,0,1,2024-05-12,,2024-05-24,4,1,1.0,0.4666666666666667,2955.73,6333.707142857143,7631.0,41,8.571428571428571
9317,2021-03-25,2023-06-24,38.0,Male,West Kevinborough,1,0,0,2021-06-27,,,67,62,31.0,27.366666666666667,4442.04,162.315712545676,2189.388970463488,377,0.32886723507917176
9318,2023-11-12,2023-11-28,51.0,Female,North Katherine,0,0,0,,,,6,1,1.0,0.5333333333333333,7344.47,13770.88125,7631.0,220,28.125
9319,2020-11-12,2024-04-27,22.0,Female,Brittneyborough,0,1,0,,2023-06-03,,249,139,43.0,42.06666666666667,10499.86,249.60047543581615,3366.725989560869,69,0.3565768621236133
9320,2024-04-09,2024-05-16,43.0,Male,Alexandermouth,0,1,1,,2024-04-14,2024-04-23,7,5,2.0,1.2333333333333334,6938.79,5626.045945945945,7631.0,50,9.72972972972973
9321,2023-05-19,2024-01-10,21.0,Male,Lake Teresahaven,0,0,0,,,,43,21,8.0,7.866666666666666,8203.44,1042.8101694915256,14065.903094436604,177,2.1610169491525424
9322,2021-04-06,2023-11-06,21.0,Male,South Michaelfurt,1,0,0,2022-03-26,,,363,42,69.04999999999927,31.466666666666665,4386.13,139.3897245762712,1880.1527023907415,242,0.31779661016949157
9323,2023-04-02,2023-06-12,46.0,Male,South Gabriela,1,0,0,2023-04-29,,,23,12,5.0,2.3666666666666667,17660.32,7462.107042253521,7631.0,389,10.140845070422536
9324,2020-04-06,2021-01-03,41.0,Female,South Misty,0,1,0,,2020-09-01,,127,26,8.0,9.066666666666666,18927.07,2087.5444852941177,28157.75995912094,1279,2.6470588235294117
9325,2020-06-03,2021-05-11,20.0,Female,Laurenview,0,1,0,,2021-02-22,,77,51,6.0,11.4,1850.6599999999999,162.33859649122806,2189.6976396441028,1151,0.3508771929824561
9326,2021-01-29,2021-10-27,43.0,Male,Jasonborough,0,1,0,,2021-06-16,,21,40,24.0,9.033333333333333,10082.64,1116.159409594096,15055.27137403095,982,2.103321033210332
9327,2020-10-25,2023-07-24,26.0,Male,Lake Kevinchester,0,1,0,,2022-10-31,,61,54,56.0,33.4,1132.4299999999998,33.90508982035928,457.3274424950055,347,0.059880239520958084
9328,2022-04-05,2022-09-25,66.0,Male,Marshallbury,0,0,0,,,,49,23,9.0,5.766666666666667,92.51,16.04219653179191,216.38452370302255,649,0.17341040462427745
9329,2021-01-19,2023-04-05,45.0,Female,Roberthaven,1,0,0,2022-08-26,,,322,107,25.0,26.866666666666667,5854.9800000000005,217.9272952853598,2939.503571020222,457,0.4094292803970223
9330,2022-10-05,2023-05-21,59.0,Male,South Colleenfurt,0,1,1,,2023-05-04,2023-02-21,18,11,18.0,7.6,4883.39,642.5513157894737,8667.027619709954,411,1.4473684210526316
9331,2020-01-25,2020-12-31,20.0,Male,East Laura,0,0,0,,,,82,45,19.0,11.366666666666667,1129.38,99.35894428152493,1340.1991299249726,1282,0.26392961876832843
9332,2024-01-15,2024-04-06,55.0,Female,Martinbury,0,1,1,,2024-02-17,2024-02-04,16,10,5.0,2.7333333333333334,12077.64,4418.648780487804,7631.0,90,8.048780487804878
9333,2022-01-31,2024-01-23,57.0,Male,New Christopher,0,1,0,,2023-09-30,,28,127,52.0,24.066666666666666,2315.98,96.23185595567867,1298.0195246181459,164,0.12465373961218837
9334,2022-04-28,2023-03-04,35.0,Male,West Patricia,0,1,0,,2022-12-30,,59,30,6.0,10.333333333333334,7237.76,700.4283870967741,9447.700171834409,489,1.7419354838709677
9335,2023-06-23,2024-01-06,47.0,Female,Richardsonbury,0,0,1,,,2023-07-04,86,35,14.0,6.566666666666666,1117.77,170.21878172588833,2295.98920173252,181,0.30456852791878175
9336,2023-12-14,2023-12-21,33.0,Female,Port Jason,0,0,1,,,2023-12-17,1,1,1.0,0.23333333333333334,7113.07,30484.585714285713,7631.0,197,47.14285714285714
9337,2022-01-17,2023-03-21,59.0,Male,Jacksonview,0,0,1,,,2022-06-07,101,40,5.0,14.266666666666667,1011.51,70.90023364485981,956.334954335729,472,0.2803738317757009
9338,2023-04-19,2023-05-20,31.0,Male,Sheenamouth,0,0,1,,,2023-05-02,9,1,1.0,1.0333333333333334,2921.07,2826.8419354838707,7631.0,412,3.8709677419354835
9339,2022-06-11,2022-12-26,45.0,Female,Meredithland,1,1,0,2022-10-10,2022-11-20,,88,32,10.0,6.6,16603.63,2515.7015151515157,33932.93886259528,557,3.181818181818182
9340,2021-03-26,2022-03-09,18.0,Female,Leonardfort,0,0,1,,,2021-08-03,118,21,4.0,11.6,2041.2,175.96551724137933,2373.5038129581353,849,0.603448275862069
9341,2023-07-19,2023-11-20,51.0,Male,New Michelle,0,0,0,,,,52,21,4.0,4.133333333333334,13567.57,3282.4766129032255,44275.55397677437,228,4.838709677419354
9342,2022-04-23,2022-11-14,22.0,Female,Port Brianfort,1,0,0,2022-11-03,,,10,26,14.0,6.833333333333333,246.2,36.02926829268293,485.9793385170414,599,0.14634146341463417
9343,2021-09-04,2023-01-22,43.0,Male,South Zacharyport,1,0,1,2022-12-27,,2022-05-31,130,37,29.0,16.833333333333332,12624.45,749.9673267326733,10115.904169748494,530,1.1881188118811883
9344,2023-07-31,2024-04-02,68.0,Female,East Kimberlyhaven,0,0,1,,,2024-03-02,71,27,19.0,8.2,2612.6499999999996,318.6158536585366,4297.6371472263345,94,0.7317073170731708
9345,2023-10-06,2024-01-23,31.0,Male,Huntland,0,0,2,,,2023-12-09,11,6,2.0,3.6333333333333333,8803.04,2422.85504587156,7631.0,164,3.0275229357798166
9346,2022-11-01,2023-02-21,20.0,Female,North Howardton,0,0,0,,,,45,21,8.0,3.7333333333333334,7636.63,2045.525892857143,7631.0,500,3.2142857142857144
9347,2021-06-03,2021-11-29,24.0,Female,Obrienborough,0,0,0,,,,47,25,5.0,5.966666666666667,9381.19,1572.2664804469275,21207.453283065734,949,2.5139664804469275
9348,2024-02-09,2024-04-10,53.0,Male,Lake Kara,1,0,0,2024-03-21,,,23,6,2.0,2.033333333333333,14296.810000000001,7031.218032786886,7631.0,86,7.868852459016394
9349,2022-09-11,2022-12-18,21.0,Male,Alexanderchester,0,0,0,,,,34,16,1.0,3.2666666666666666,2216.69,678.5785714285714,7631.0,565,0.9183673469387755
9350,2024-01-31,2024-04-12,22.0,Female,Brownfort,0,0,1,,,2024-02-07,18,6,4.0,2.4,12710.1,5295.875,7631.0,84,9.166666666666668
9351,2024-03-08,2024-05-22,53.0,Female,South Rose,0,0,0,,,,3,12,1.0,2.5,2223.85,889.54,7631.0,44,1.6
9352,2020-10-15,2021-09-06,63.0,Male,South Timothyfurt,0,0,0,,,,7,14,26.0,10.866666666666667,3735.55,343.7622699386503,4636.823573401014,1033,0.7361963190184049
9353,2023-08-02,2023-09-04,45.0,Female,Montoyabury,0,1,0,,2023-08-05,,1,2,1.0,1.1,1540.28,1400.2545454545452,7631.0,305,1.8181818181818181
9354,2023-01-12,2023-07-30,55.0,Male,North Leslieville,1,1,1,2023-07-18,2023-01-16,2023-01-22,15,8,13.0,6.633333333333334,11011.08,1659.9618090452261,22390.328201230277,341,3.165829145728643
9355,2024-01-11,2024-05-13,43.0,Male,West David,0,0,0,,,,49,8,4.0,4.1,9408.91,2294.8560975609757,30954.074316046415,53,3.9024390243902443
9356,2023-10-22,2024-01-02,33.0,Female,Matthewview,0,1,1,,2023-10-27,2023-11-21,33,8,3.0,2.4,1792.3500000000001,746.8125000000001,7631.0,185,2.0833333333333335
9357,2022-06-11,2024-02-15,66.0,Female,South Kimberly,0,1,1,,2023-12-15,2022-08-20,94,31,57.0,20.466666666666665,3863.7000000000003,188.78013029315963,2546.353206503016,141,0.488599348534202
9358,2020-09-15,2024-05-03,23.0,Male,East Kevinland,0,0,0,,,,142,49,61.0,44.2,7189.76,162.66425339366515,2194.090249695027,63,0.42986425339366513
9360,2024-01-22,2024-05-22,37.0,Female,Hortonshire,1,0,1,2024-03-28,,2024-02-29,17,10,10.0,4.033333333333333,6482.49,1607.2289256198346,21679.04282077273,44,3.9669421487603307
9361,2022-06-03,2023-11-04,43.0,Female,West Rebecca,1,1,0,2023-02-27,2022-12-25,,222,74,49.0,17.3,5177.49,299.27687861271676,4036.784158927547,244,0.6358381502890174
9362,2022-09-29,2023-02-02,43.0,Male,North Ryanton,1,1,0,2022-10-09,2022-10-02,,60,7,5.0,4.2,12577.310000000001,2994.5976190476194,40392.50972868145,519,2.857142857142857
9363,2020-11-29,2024-04-28,59.0,Female,Margaretside,0,0,2,,,2023-10-02,363,73,36.0,41.53333333333333,12672.44,305.11492776886035,4115.530450528168,68,0.5778491171749599
9364,2021-05-08,2021-06-24,30.0,Male,North Alicia,0,0,0,,,,20,1,3.0,1.5666666666666667,12681.08,8094.306382978723,7631.0,1107,12.127659574468085
9365,2022-11-06,2023-01-18,51.0,Male,Catherineside,0,1,0,,2023-01-10,,34,12,3.0,2.433333333333333,8636.35,3549.18493150685,7631.0,534,5.753424657534247
9366,2023-07-20,2023-11-17,60.0,Male,Goodmanshire,1,0,1,2023-09-06,,2023-11-10,4,5,2.0,4.0,15999.6,3999.9,53952.49052363043,231,5.5
9367,2021-06-22,2023-02-28,49.0,Female,Madisonfort,1,0,1,2022-06-08,,2021-06-26,255,67,25.0,20.533333333333335,13208.02,643.2477272727273,8676.421138035608,493,0.8766233766233765
9368,2024-03-05,2024-03-16,25.0,Female,Choifurt,0,2,1,,2024-03-15,2024-03-15,4,1,1.0,0.36666666666666664,2981.87,8132.372727272727,7631.0,111,30.000000000000004
9369,2022-04-16,2023-11-05,33.0,Male,Coxburgh,0,0,0,,,,68,19,45.0,18.933333333333334,14076.31,743.4670774647886,10028.225818533017,243,1.1091549295774648
9370,2023-08-02,2024-03-08,64.0,Male,West Thomashaven,1,0,0,2023-09-25,,,43,16,9.0,7.3,5730.77,785.0369863013699,10588.939864527625,119,1.9178082191780823
9371,2021-05-01,2021-07-26,27.0,Male,North Carrieland,1,0,0,2021-07-03,,,11,13,6.0,2.8666666666666667,7682.86,2680.067441860465,7631.0,1075,4.186046511627907
9372,2020-02-14,2023-03-30,31.0,Male,North Debra,1,0,0,2022-10-10,,,22,97,16.0,38.0,901.6999999999999,23.72894736842105,320.0669536814575,463,0.07894736842105263
9373,2022-06-25,2023-01-20,55.0,Male,Port Steven,2,0,1,2022-12-06,,2022-11-28,37,13,16.0,6.966666666666667,7718.32,1107.892822966507,14943.767852270967,532,1.8660287081339713
9374,2023-11-08,2024-02-17,58.0,Male,Pachecomouth,1,1,0,2023-11-10,2024-01-29,,35,4,4.0,3.3666666666666667,2428.32,721.2831683168317,7631.0,139,1.188118811881188
9375,2021-01-11,2023-06-24,55.0,Female,North Francesburgh,1,0,0,2023-04-05,,,66,19,34.0,29.8,11568.19,388.1942953020134,5236.143163231399,377,0.6711409395973155
